@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute 'PiggyBank X' numeric
@attribute 'PiggyBank Y' numeric
@attribute 'PiggyBank Z' numeric
@attribute 'Camera Position X' numeric
@attribute 'Camera Position Y' numeric
@attribute 'Camera Position Z' numeric
@attribute 'Camera Rotation X' numeric
@attribute 'Camera Rotation Y' numeric
@attribute 'Camera Rotation Z' numeric
@attribute 'Don\'t Touch X' numeric
@attribute 'Water Volume Rise' numeric
@attribute 'Don\'t Touch Z' numeric

@data
18305,'2024/04/22 15:24:59:421',65,-0.090818,0.001767,-0.995866,-0.027572,-0.011474,0.009605,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18306,'2024/04/22 15:24:59:421',65,-0.090818,0.001767,-0.995866,-0.009764,-0.011474,0.009605,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18307,'2024/04/22 15:24:59:436',65,-0.090818,0.001767,-0.995867,-0.009764,-0.011474,0.009605,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18308,'2024/04/22 15:24:59:436',65,-0.090818,0.001873,-0.995867,-0.009764,-0.011474,0.009605,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18309,'2024/04/22 15:24:59:436',65,-0.090805,0.001873,-0.995867,-0.009764,-0.011474,0.009605,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18310,'2024/04/22 15:24:59:436',65,-0.090805,0.001873,-0.995867,-0.009764,-0.011474,0.017776,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18311,'2024/04/22 15:24:59:437',65,-0.090805,0.001873,-0.995867,-0.009764,0.015196,0.017776,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18312,'2024/04/22 15:24:59:437',65,-0.090805,0.001873,-0.995867,0.003697,0.015196,0.017776,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18313,'2024/04/22 15:24:59:454',65,-0.090805,0.001873,-0.9959,0.003697,0.015196,0.017776,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18314,'2024/04/22 15:24:59:454',65,-0.090805,0.001629,-0.9959,0.003697,0.015196,0.017776,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18315,'2024/04/22 15:24:59:455',65,-0.090444,0.001629,-0.9959,0.003697,0.015196,0.017776,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18316,'2024/04/22 15:24:59:455',65,-0.090444,0.001629,-0.9959,0.003697,0.015196,0.010291,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18317,'2024/04/22 15:24:59:455',65,-0.090444,0.001629,-0.9959,0.003697,0.033522,0.010291,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18318,'2024/04/22 15:24:59:455',65,-0.090444,0.001629,-0.9959,0.031875,0.033522,0.010291,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18319,'2024/04/22 15:24:59:470',65,-0.090444,0.001629,-0.99597,0.031875,0.033522,0.010291,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18320,'2024/04/22 15:24:59:470',65,-0.090444,0.000846,-0.99597,0.031875,0.033522,0.010291,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18321,'2024/04/22 15:24:59:470',65,-0.089688,0.000846,-0.99597,0.031875,0.033522,0.010291,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18322,'2024/04/22 15:24:59:470',65,-0.089688,0.000846,-0.99597,0.031875,0.033522,0.002584,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18323,'2024/04/22 15:24:59:470',65,-0.089688,0.000846,-0.99597,0.031875,0.000317,0.002584,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18324,'2024/04/22 15:24:59:470',65,-0.089688,0.000846,-0.99597,0.007751,0.000317,0.002584,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18325,'2024/04/22 15:24:59:486',65,-0.089688,0.000846,-0.995959,0.007751,0.000317,0.002584,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18326,'2024/04/22 15:24:59:487',65,-0.089688,0.00087,-0.995959,0.007751,0.000317,0.002584,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18327,'2024/04/22 15:24:59:487',65,-0.089806,0.00087,-0.995959,0.007751,0.000317,0.002584,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18328,'2024/04/22 15:24:59:487',65,-0.089806,0.00087,-0.995959,0.007751,0.000317,0.014122,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18329,'2024/04/22 15:24:59:487',65,-0.089806,0.00087,-0.995959,0.007751,-0.010521,0.014122,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18330,'2024/04/22 15:24:59:487',65,-0.089806,0.00087,-0.995959,-0.006936,-0.010521,0.014122,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18331,'2024/04/22 15:24:59:503',65,-0.089806,0.00087,-0.99595,-0.006936,-0.010521,0.014122,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18332,'2024/04/22 15:24:59:503',65,-0.089806,0.000929,-0.99595,-0.006936,-0.010521,0.014122,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18333,'2024/04/22 15:24:59:503',65,-0.089906,0.000929,-0.99595,-0.006936,-0.010521,0.014122,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18334,'2024/04/22 15:24:59:504',65,-0.089906,0.000929,-0.99595,-0.006936,-0.010521,0.014362,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18335,'2024/04/22 15:24:59:504',65,-0.089906,0.000929,-0.99595,-0.006936,-0.005885,0.014362,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18336,'2024/04/22 15:24:59:504',65,-0.089906,0.000929,-0.99595,0.010043,-0.005885,0.014362,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18337,'2024/04/22 15:24:59:520',65,-0.089906,0.000929,-0.995954,0.010043,-0.005885,0.014362,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18338,'2024/04/22 15:24:59:520',65,-0.089906,0.000641,-0.995954,0.010043,-0.005885,0.014362,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18339,'2024/04/22 15:24:59:520',65,-0.089862,0.000641,-0.995954,0.010043,-0.005885,0.014362,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18340,'2024/04/22 15:24:59:520',65,-0.089862,0.000641,-0.995954,0.010043,-0.005885,0.022696,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18341,'2024/04/22 15:24:59:520',65,-0.089862,0.000641,-0.995954,0.010043,0.009237,0.022696,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18342,'2024/04/22 15:24:59:520',65,-0.089862,0.000641,-0.995954,0.027816,0.009237,0.022696,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18343,'2024/04/22 15:25:02:855',66,-0.021417,-0.003004,-0.99977,0.015296,0.011893,-0.005385,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18344,'2024/04/22 15:25:02:855',66,-0.021417,-0.003145,-0.99977,0.015296,0.011893,-0.005385,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18345,'2024/04/22 15:25:02:855',66,-0.021238,-0.003145,-0.99977,0.015296,0.011893,-0.005385,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18346,'2024/04/22 15:25:02:855',66,-0.021238,-0.003145,-0.99977,0.015296,0.011893,0.003131,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18347,'2024/04/22 15:25:02:855',66,-0.021238,-0.003145,-0.99977,0.015296,0.010167,0.003131,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18348,'2024/04/22 15:25:02:855',66,-0.021238,-0.003145,-0.99977,-0.002357,0.010167,0.003131,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18349,'2024/04/22 15:25:02:871',66,-0.021238,-0.003145,-0.999771,-0.002357,0.010167,0.003131,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18350,'2024/04/22 15:25:02:871',66,-0.021238,-0.002975,-0.999771,-0.002357,0.010167,0.003131,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18351,'2024/04/22 15:25:02:871',66,-0.021204,-0.002975,-0.999771,-0.002357,0.010167,0.003131,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18352,'2024/04/22 15:25:02:871',66,-0.021204,-0.002975,-0.999771,-0.002357,0.010167,0.000322,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18353,'2024/04/22 15:25:02:871',66,-0.021204,-0.002975,-0.999771,-0.002357,-0.002896,0.000322,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18354,'2024/04/22 15:25:02:871',66,-0.021204,-0.002975,-0.999771,-0.014832,-0.002896,0.000322,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18355,'2024/04/22 15:25:02:895',66,-0.021204,-0.002975,-0.999768,-0.014832,-0.002896,0.000322,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18356,'2024/04/22 15:25:02:896',66,-0.021204,-0.002761,-0.999768,-0.014832,-0.002896,0.000322,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18357,'2024/04/22 15:25:02:896',66,-0.021356,-0.002761,-0.999768,-0.014832,-0.002896,0.000322,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18358,'2024/04/22 15:25:02:896',66,-0.021356,-0.002761,-0.999768,-0.014832,-0.002896,-0.008113,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18359,'2024/04/22 15:25:02:896',66,-0.021356,-0.002761,-0.999768,-0.014832,-0.019114,-0.008113,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18360,'2024/04/22 15:25:02:896',66,-0.021356,-0.002761,-0.999768,-0.013438,-0.019114,-0.008113,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18361,'2024/04/22 15:25:02:905',66,-0.021356,-0.002761,-0.999761,-0.013438,-0.019114,-0.008113,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18362,'2024/04/22 15:25:02:905',66,-0.021356,-0.002467,-0.999761,-0.013438,-0.019114,-0.008113,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18363,'2024/04/22 15:25:02:905',66,-0.021716,-0.002467,-0.999761,-0.013438,-0.019114,-0.008113,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18364,'2024/04/22 15:25:02:905',66,-0.021716,-0.002467,-0.999761,-0.013438,-0.019114,-0.006245,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18365,'2024/04/22 15:25:02:905',66,-0.021716,-0.002467,-0.999761,-0.013438,-0.025869,-0.006245,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18366,'2024/04/22 15:25:02:905',66,-0.021716,-0.002467,-0.999761,-0.021654,-0.025869,-0.006245,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18367,'2024/04/22 15:25:02:930',66,-0.021716,-0.002467,-0.999753,-0.021654,-0.025869,-0.006245,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18368,'2024/04/22 15:25:02:930',66,-0.021716,-0.002142,-0.999753,-0.021654,-0.025869,-0.006245,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18369,'2024/04/22 15:25:02:930',66,-0.022119,-0.002142,-0.999753,-0.021654,-0.025869,-0.006245,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18370,'2024/04/22 15:25:02:930',66,-0.022119,-0.002142,-0.999753,-0.021654,-0.025869,-0.002032,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18371,'2024/04/22 15:25:02:930',66,-0.022119,-0.002142,-0.999753,-0.021654,-0.028735,-0.002032,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18372,'2024/04/22 15:25:02:930',66,-0.022119,-0.002142,-0.999753,-0.021667,-0.028735,-0.002032,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18373,'2024/04/22 15:25:02:938',66,-0.022119,-0.002142,-0.999743,-0.021667,-0.028735,-0.002032,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18374,'2024/04/22 15:25:02:938',66,-0.022119,-0.001726,-0.999743,-0.021667,-0.028735,-0.002032,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18375,'2024/04/22 15:25:02:938',66,-0.022586,-0.001726,-0.999743,-0.021667,-0.028735,-0.002032,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18376,'2024/04/22 15:25:02:938',66,-0.022586,-0.001726,-0.999743,-0.021667,-0.028735,-0.005101,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18377,'2024/04/22 15:25:02:938',66,-0.022586,-0.001726,-0.999743,-0.021667,-0.029191,-0.005101,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18378,'2024/04/22 15:25:02:938',66,-0.022586,-0.001726,-0.999743,-0.034884,-0.029191,-0.005101,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18379,'2024/04/22 15:25:02:957',66,-0.022586,-0.001726,-0.999734,-0.034884,-0.029191,-0.005101,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18380,'2024/04/22 15:25:02:957',66,-0.022586,-0.001232,-0.999734,-0.034884,-0.029191,-0.005101,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18381,'2024/04/22 15:25:02:957',66,-0.02303,-0.001232,-0.999734,-0.034884,-0.029191,-0.005101,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18382,'2024/04/22 15:25:02:958',66,-0.02303,-0.001232,-0.999734,-0.034884,-0.029191,-0.005815,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18383,'2024/04/22 15:25:02:958',66,-0.02303,-0.001232,-0.999734,-0.034884,-0.029991,-0.005815,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18384,'2024/04/22 15:25:02:958',66,-0.02303,-0.001232,-0.999734,-0.026022,-0.029991,-0.005815,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18385,'2024/04/22 15:25:02:971',66,-0.02303,-0.001232,-0.999725,-0.026022,-0.029991,-0.005815,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18386,'2024/04/22 15:25:02:971',66,-0.02303,-0.000837,-0.999725,-0.026022,-0.029991,-0.005815,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18387,'2024/04/22 15:25:02:971',66,-0.023442,-0.000837,-0.999725,-0.026022,-0.029991,-0.005815,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18388,'2024/04/22 15:25:02:971',66,-0.023442,-0.000837,-0.999725,-0.026022,-0.029991,-0.004575,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18389,'2024/04/22 15:25:02:971',66,-0.023442,-0.000837,-0.999725,-0.026022,-0.022778,-0.004575,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18390,'2024/04/22 15:25:02:971',66,-0.023442,-0.000837,-0.999725,-0.025702,-0.022778,-0.004575,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18391,'2024/04/22 15:25:02:991',66,-0.023442,-0.000837,-0.999714,-0.025702,-0.022778,-0.004575,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18392,'2024/04/22 15:25:02:991',66,-0.023442,-0.000129,-0.999714,-0.025702,-0.022778,-0.004575,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18393,'2024/04/22 15:25:02:992',66,-0.023911,-0.000129,-0.999714,-0.025702,-0.022778,-0.004575,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18394,'2024/04/22 15:25:02:992',66,-0.023911,-0.000129,-0.999714,-0.025702,-0.022778,0.007498,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18395,'2024/04/22 15:25:02:992',66,-0.023911,-0.000129,-0.999714,-0.025702,-0.027875,0.007498,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18396,'2024/04/22 15:25:02:992',66,-0.023911,-0.000129,-0.999714,-0.030077,-0.027875,0.007498,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18397,'2024/04/22 15:25:03:004',66,-0.023911,-0.000129,-0.999698,-0.030077,-0.027875,0.007498,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18398,'2024/04/22 15:25:03:004',66,-0.023911,0.000399,-0.999698,-0.030077,-0.027875,0.007498,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18399,'2024/04/22 15:25:03:004',66,-0.024588,0.000399,-0.999698,-0.030077,-0.027875,0.007498,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18400,'2024/04/22 15:25:03:005',66,-0.024588,0.000399,-0.999698,-0.030077,-0.027875,-0.001926,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18401,'2024/04/22 15:25:03:005',66,-0.024588,0.000399,-0.999698,-0.030077,-0.063687,-0.001926,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18402,'2024/04/22 15:25:03:005',66,-0.024588,0.000399,-0.999698,-0.038685,-0.063687,-0.001926,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18403,'2024/04/22 15:25:03:025',66,-0.024588,0.000399,-0.999668,-0.038685,-0.063687,-0.001926,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18404,'2024/04/22 15:25:03:025',66,-0.024588,0.000939,-0.999668,-0.038685,-0.063687,-0.001926,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18405,'2024/04/22 15:25:03:025',66,-0.025749,0.000939,-0.999668,-0.038685,-0.063687,-0.001926,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18406,'2024/04/22 15:25:03:025',66,-0.025749,0.000939,-0.999668,-0.038685,-0.063687,-0.003234,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18407,'2024/04/22 15:25:03:025',66,-0.025749,0.000939,-0.999668,-0.038685,-0.085707,-0.003234,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18408,'2024/04/22 15:25:03:025',66,-0.025749,0.000939,-0.999668,-0.031639,-0.085707,-0.003234,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18409,'2024/04/22 15:25:03:038',66,-0.025749,0.000939,-0.999636,-0.031639,-0.085707,-0.003234,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18410,'2024/04/22 15:25:03:038',66,-0.025749,0.001301,-0.999636,-0.031639,-0.085707,-0.003234,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18411,'2024/04/22 15:25:03:038',66,-0.026943,0.001301,-0.999636,-0.031639,-0.085707,-0.003234,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18412,'2024/04/22 15:25:03:038',66,-0.026943,0.001301,-0.999636,-0.031639,-0.085707,0.006515,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18413,'2024/04/22 15:25:03:038',66,-0.026943,0.001301,-0.999636,-0.031639,-0.074741,0.006515,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18414,'2024/04/22 15:25:03:038',66,-0.026943,0.001301,-0.999636,-0.018587,-0.074741,0.006515,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18415,'2024/04/22 15:25:03:059',66,-0.026943,0.001301,-0.999611,-0.018587,-0.074741,0.006515,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18416,'2024/04/22 15:25:03:060',66,-0.026943,0.00145,-0.999611,-0.018587,-0.074741,0.006515,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18417,'2024/04/22 15:25:03:060',66,-0.027847,0.00145,-0.999611,-0.018587,-0.074741,0.006515,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18418,'2024/04/22 15:25:03:060',66,-0.027847,0.00145,-0.999611,-0.018587,-0.074741,0.013595,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18419,'2024/04/22 15:25:03:060',66,-0.027847,0.00145,-0.999611,-0.018587,-0.044214,0.013595,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18420,'2024/04/22 15:25:03:060',66,-0.027847,0.00145,-0.999611,-0.002447,-0.044214,0.013595,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18421,'2024/04/22 15:25:03:072',66,-0.027847,0.00145,-0.999593,-0.002447,-0.044214,0.013595,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18422,'2024/04/22 15:25:03:072',66,-0.027847,0.001391,-0.999593,-0.002447,-0.044214,0.013595,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18423,'2024/04/22 15:25:03:072',66,-0.028499,0.001391,-0.999593,-0.002447,-0.044214,0.013595,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18424,'2024/04/22 15:25:03:072',66,-0.028499,0.001391,-0.999593,-0.002447,-0.044214,0.008246,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18425,'2024/04/22 15:25:03:072',66,-0.028499,0.001391,-0.999593,-0.002447,-0.042206,0.008246,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18426,'2024/04/22 15:25:03:072',66,-0.028499,0.001391,-0.999593,0.006412,-0.042206,0.008246,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18427,'2024/04/22 15:25:03:093',66,-0.028499,0.001391,-0.99958,0.006412,-0.042206,0.008246,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18428,'2024/04/22 15:25:03:093',66,-0.028499,0.001286,-0.99958,0.006412,-0.042206,0.008246,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18429,'2024/04/22 15:25:03:093',66,-0.028935,0.001286,-0.99958,0.006412,-0.042206,0.008246,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18430,'2024/04/22 15:25:03:093',66,-0.028935,0.001286,-0.99958,0.006412,-0.042206,0.011848,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18431,'2024/04/22 15:25:03:093',66,-0.028935,0.001286,-0.99958,0.006412,-0.019926,0.011848,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18432,'2024/04/22 15:25:03:093',66,-0.028935,0.001286,-0.99958,0.007541,-0.019926,0.011848,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18433,'2024/04/22 15:25:03:105',66,-0.028935,0.001286,-0.999575,0.007541,-0.019926,0.011848,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18434,'2024/04/22 15:25:03:105',66,-0.028935,0.001107,-0.999575,0.007541,-0.019926,0.011848,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18435,'2024/04/22 15:25:03:105',66,-0.02913,0.001107,-0.999575,0.007541,-0.019926,0.011848,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18436,'2024/04/22 15:25:03:105',66,-0.02913,0.001107,-0.999575,0.007541,-0.019926,0.016381,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18437,'2024/04/22 15:25:03:105',66,-0.02913,0.001107,-0.999575,0.007541,-0.008562,0.016381,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18438,'2024/04/22 15:25:03:105',66,-0.02913,0.001107,-0.999575,0.017056,-0.008562,0.016381,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18439,'2024/04/22 15:25:03:127',66,-0.02913,0.001107,-0.999573,0.017056,-0.008562,0.016381,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18440,'2024/04/22 15:25:03:127',66,-0.02913,0.000774,-0.999573,0.017056,-0.008562,0.016381,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18441,'2024/04/22 15:25:03:127',66,-0.029226,0.000774,-0.999573,0.017056,-0.008562,0.016381,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18442,'2024/04/22 15:25:03:128',66,-0.029226,0.000774,-0.999573,0.017056,-0.008562,0.00932,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18443,'2024/04/22 15:25:03:128',66,-0.029226,0.000774,-0.999573,0.017056,-0.01069,0.00932,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18444,'2024/04/22 15:25:03:128',66,-0.029226,0.000774,-0.999573,0.02838,-0.01069,0.00932,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18445,'2024/04/22 15:25:03:137',66,-0.029226,0.000774,-0.999565,0.02838,-0.01069,0.00932,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18446,'2024/04/22 15:25:03:138',66,-0.029226,0.000284,-0.999565,0.02838,-0.01069,0.00932,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18447,'2024/04/22 15:25:03:138',66,-0.029476,0.000284,-0.999565,0.02838,-0.01069,0.00932,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18448,'2024/04/22 15:25:03:138',66,-0.029476,0.000284,-0.999565,0.02838,-0.01069,0.002248,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18449,'2024/04/22 15:25:03:138',66,-0.029476,0.000284,-0.999565,0.02838,-0.021433,0.002248,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18450,'2024/04/22 15:25:03:138',66,-0.029476,0.000284,-0.999565,0.036659,-0.021433,0.002248,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18451,'2024/04/22 15:25:03:161',66,-0.029476,0.000284,-0.999551,0.036659,-0.021433,0.002248,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18452,'2024/04/22 15:25:03:161',66,-0.029476,-0.000726,-0.999551,0.036659,-0.021433,0.002248,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18453,'2024/04/22 15:25:03:161',66,-0.029957,-0.000726,-0.999551,0.036659,-0.021433,0.002248,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18454,'2024/04/22 15:25:03:161',66,-0.029957,-0.000726,-0.999551,0.036659,-0.021433,-0.015925,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18455,'2024/04/22 15:25:03:161',66,-0.029957,-0.000726,-0.999551,0.036659,0.004255,-0.015925,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
18456,'2024/04/22 15:25:03:161',66,-0.029957,-0.000726,-0.999551,0.018475,0.004255,-0.015925,0,0,0,0,0,0,0,0,0,-81.109923,-53.484999,5.1
